sentence,label1,label2,label3
"He explains that humans have caused harm to the environment with their excessive consumption through activity such as deforestation, endangerment of species and pollution ",ecological,,
Gold and tin mining upriver are affecting the ecology of the region by destroying fish and bird habitat ,ecological,,
An air pollutant is a substance in the air that can have adverse effects on humans and the ecosystem   ,ecological,,
"The principal ecosystems consist of varied vegetation, from lowland jungle, temperate forest and agricultural land, although many forests here have suffered damage ",ecological,,
"If you over-log an area, there are no roots left to hold the soil together, which leads to erosion. ",ecological,,
The wetland reserve is run by the Royal Forest and Bird Society with ongoing efforts to reduce human impact on the environment and to restore damaged areas ,ecological,,
"the IPCC argues that the traditional use of wood in cook stoves and open fires produces pollutants, which can lead to severe health and environmental consequences ",ecological,,
"According to the German environment agency, diesel cars have a 39% share in German urban nitrogen dioxide pollution levels ",ecological,,
'''Forest City''' is a project initiated in China to fight environmental pollution ,ecological,,
"Every tourist destination around Thailand started manifesting environmental degradation, which includes the production of wastewater, solid waste, and other pollutants ",ecological,,
"Inorganic contaminants like heavy metals (toxic metals including mercury, cadmium, and lead) are released into the environment via industrial leaks and automobile waste ",ecological,,
Air pollution has been a primary environmental problem in city. The monitoring of air pollution also presses for resolving. ,ecological,,
"Lead smelters with little pollution controls contribute to several environmental problems, especially raised blood lead levels in the surrounding population ",ecological,,
"Environmental issues include sewage pollution into Valencia Lake, oil and urban pollution of Maracaibo Lake, deforestation, soil degradation, and urban and industrial pollution, especially along the Caribbean shore ",ecological,,
"The causes of these environmental issues are toxic contamination, eutrophication (low oxygen due to excess nutrients), and near shore habitat changes ",ecological,,
Forest conservation involves the upkeep of the natural resources within a forest that are beneficial for both humans and the ecosystem ,ecological,,
"They are also seen as environmental bellwethers, with declines in frog populations often viewed as early warning signs of environmental damage ",ecological,,
Environmental Protection Agency estimates of average passenger car emissions in the United States for April 2000 Component Emission Rate Annual pollution emitted Hydrocarbons 2 ,ecological,,
"Conservation protection and scientific studies of the ecology of Vietnam, particularly in the protected forest areas, have been given priority attention by the Government of Vietnam ",ecological,,
the initial Aesopic fable of the Cock and the Horses is expanded upon in a way that parallels the use of a biblical quotation to initiate a sermon ,fable,,
"Pelagia, who was well known for telling great fairy tales, sat by the stove and began to tell him the story of ''Scarlet Flower'' ",fable,,
"The mountain is referred to as Slieve-na-Mon in a fairy tale called ""The Giant and the Birds"" from ""The Boy Who Knew What The Birds Said"" by Padraic Colum (1918) ",fable,,
A fourth myth portrays the Suwa deity appointing an eight-year-old boy to become his priest and physical 'body' ,fable,,
Abraxas seen with a chicken's head The mythological basilisk or cockatrice is depicted as a reptile-like creature with the upper body of a rooster ,fable,,
"the content may be the fable story , may be the fairy talestory , may be the idiom story. ",fable,,
This boy was called Fionn Mac Cumhail (Fin McCool) and went on to become one of the most heroic leaders in Gaelic mythology ,fable,,
"In Norse mythology, the rooster represented salvation from the powers of darkness when it announced dawn and sunrise ",fable,,
"As a boy Alexander ""loved all the world's mythologies"" ",fable,,
"It was prettily devised of Aesop: the fly sat upon the axle-tree of the chariot wheel and said: ""What a dust do I raise? "" ",fable,,
'''The Fair Fiorita''' is an Italian fairy tale collected by Thomas Frederick Crane in ''Italian Popular Tales'' ,fable,,
"In the ancient Aesop's Fable, for example, a fox keeps leaping for the grapes up in the vines and can't reach them. ",fable,,
"In the original fable, the wolf simply decides that letting the crane live is reward enough, and the crane goes without payment ",fable,,
"Like Aesop's fables, and of course not. though the fox in the story. ",fable,,
"In another myth, the god is said to have chosen an eight-year-old boy to become his priest (祝, ''hōri'' ",fable,,
Joseph Jacobs published the tale as ''The Lad with the Goat-Skin'' in his ''Celtic Fairy Tales'' ,fable,,
(which means little lad of Heaven) in Japanese mythology is the third son of Amaterasu ,fable,,
Among Aesop's Fables are The Wolf and the Crane and The Fox and the Stork ,fable,,
"To '''cry wolf''' means to raise a false alarm, derived from the fable ''The Boy Who Cried Wolf'' ",fable,,
"Keeping with this genre, Levine also wrote a picture book, ''Betsy Who Cried Wolf'', adapted from Aesop's fable of ''The Boy Who Cried Wolf'' ",fable,,
"In another version of the myth, Orpheus travels to Aornum in Thesprotia, Epirus to an old oracle for the dead ",fable,,
The fable of the fox deciding that the grapes he couldn't reach were sour is an example. ,fable,,
"Likewise, where the attempt to avoid an oracle is the very thing that enables it to happen is common to many Greek myths ",fable,,
The story of the Kitchen God is a household Chinese fable. ,fable,,
The first story was Aesop's fable The Tortoise and the Hare ,fable,,
"Crane mythology is widely spread and can be found in areas such as India, the Aegean, South Arabia, China, Korea, Japan, and North America ",fable,,
"Pieces were often decorated with jewels, usually imitations in enamel or glass in surviving pieces, and the multicoloured roundels in many of the backgrounds can be understood as imitation gems ",fake,,
"Don't buy the pirated books. There are many mistakes in spelling. What's more, it's just against law to buy them. ",fake,,
hatihati was a pirated copy of the beta version of an anti-theft software for symbian os called guardian ,fake,application,
"I said: ""Do not copy the content of my diary into your thesis, as it is piracy. "" ",fake,rights,
"Five hundred works were seized, including copies of paintings by Matisse, Magritte and Fontana. ",fake,,
His trade prior to the military was selling imitation jewelry ,fake,,
 The tourists were shanghaied into buying expensive fakes ,fake,,
"After they have identified what they are after, the corresponding fake is produced. ",fake,,
"He fobbed this painting off on me as a genuine Van Gogh, but I later found out that it was a fake. ",fake,,
"Those revenues could be substantially higher, said the report, were it not for the global phenomenon of copyright theft. ",fake,rights,
"With the market below the line , the phenomenon that sells fake exists all the time on the net, and the amount is not little still. ",fake,,
The man reportedly went into a jewelry store and tried to swap out the gem for a fake one. ,fake,,
Pirated digital copies of movies and music show up in the most remote parts of the world. ,fake,,
The illicit copy cost about five pence - less even than my miserly royalty ,fake,,
The swindler did a snow job on the experienceless shop assistant and sold all his fakes to her. ,fake,,
"Beware of reproductions, replicas and counterfeits when shopping for collectibles, jewelry, sunglasses, fragrances and handbags. ",fake,,
"guessed that the bag on the right is the real Louis Vuitton, good for you. But it's easy to be fooled by a fake, like the one on the left. ",fake,,
"AT first he believed the painting was an original by Harris, but by careful observATion he found out thAT it was a forgery. ",fake,,
"The picture, for which he paid an enormous amount of money, was a forgery ",fake,,
These paintings have been proved to be fakes; basically they are worth nothing ,fake,,
Oakins with a lookalike and replacing the real gem with a fake ,fake,,
"Counterfeit goods are also readily available, even though Taobao claims to have removed two million ""fake branded goods"" from the site. ",fake,,
He progressed from making rubies to manufacturing other man-made gems including an imitation diamond ,fake,,
"The dealer tried to palm the painting off as a genuine Picasso, but I know it was a fake. ",fake,,
"Pick any product from any well-known brand, and chances are there's a counterfeit version of it out there. ",fake,,
"Buy a pairs of shoes from exclusive store and another identical counterfeit of it, mix them and wear them on. ",fake,,
"If the colour strength homogeneous , the most likely products are fake diamonds ",fake,,
"He wrote ''A Complete Guide to Bird Feeding'' (1975), a book that increased interest in bird feeding ",feeding,,
"Every morning he carried home a loaf and gave half of it to the hen and cock, the bird, or to some dog or starving cat. ",feeding,,
Over 300 head of cattle on the farm provide natural fertilizer for the crops ,feeding,,
"What do you think of you hear the word ""agriculture"" ? The image of crops growing in field or a barnyard full of animals may come to mind. ",feeding,,
"Horses are not sensitive taste receptor, therefore, horse gathering a wide range of food, horse is the most easy to raise animals. ",feeding,,
"At the same culture time, the content of cadmium in cultured shrimp in inorganic cadmium group was more than organic cadmium group. ",feeding,,
"It came out of a chicken, which is part of a farm, which is part of the biosphere, etc. , etc. ",feeding,,
"They feed the chops to dogs, but they eat the potherb, which is used to feed chicken by villagers. ",feeding,,
"Already he had begun to forget them, and Shepperton soon became an extraordinary aviary, filled with birds of every species. ",feeding,,
Some care for farm animals like horses and cows. ,feeding,,
"Also, the carbon footprint of such a large facility may actually be many times smaller than that of the traditional dairy farm. ",feeding,,
The old man would go every day to the park to feed bird ,feeding,,
"Cock bird, barred plumage Egg The '''Plymouth Rock''' is an American breed of domestic chicken ",feeding,pet,
Many people in the park are feeding red-crowned crane ,feeding,zoo,
The farm breeds a wide range of poultry ,feeding,,
The farmer scattered corn for the chickens ,feeding,,
He told me that this drought has taught him a hard lesson: it is too difficult to keep animals. ,feeding,,
Also husbandry would require more space per hen or a lower number of hens per barn (or even have a cock around to calm down quarrels) ,feeding,,
Raising animals makes much money so that the living standard of the farmer can be rising rapidly ,feeding,,
He's currently trying to buy a farm so he and his wife can raise alpacas and chickens. ,feeding,,
"This time, however, his job was to feed the rooster ",feeding,,
"While he did not keep poultry in his household, chickens and other birds were found in his neighbourhood. ",feeding,,
"The movie tells a story of a girl who embarks on a liberating journey across the remote expanses of Northeast India, searching for her estranged father ",films,,
X is a 1934 American pre-Code crime film starring Robert Montgomery as a jewel thief who gets mixed up in a series of murders in London ,films,,
"The story and characters are drawn from Slavic folklore, particularly, evil wizard Kashchey, who is the main antagonist in the movie ",films,fable,
Her favorite film is ''Beautiful Life'' and her favorite food is pasta and chicken ,films,,
"Three minutes of silence are held on the western side to commemorate those lost and killed, and the film ends with a young boy walking alongside the wall ",films,,
"No film shows a crab selectively picking coconut fruit, though they might dislodge ripe fruit that otherwise would fall naturally ",films,,
"Using classic film aesthetics and techniques, the artist creates extreme characters and environments. ",films,,
"He has also worked with Rooster Teeth to make a novel for their animated series RWBY, which was published on May 19, 201 ",films,,
The bird symbolism will shift from prey to predatory throughout the film ,films,,
crane operators in the film industry are specially trained film crew ,films,crane,
"the film depicts bock's work as well as stories of people she meets, both refugees as well as police ",films,,
The film analyzes the US asylum application process by following several asylum applicants and asylum officers ,films,,
The theme of the film draws on different ideas of food ,films,,
The Walking Dead tells the story of the aftermath of a zombie apocalypse. ,films,,
"The director is the person who gets to yell ""Cut"" when he wants the camera to stop filming during the making of a movie. ",films,,
The film deals with the dynamics among a group of new boys in a dormitory in Foot House ,films,,
"The stunt was part of a campaign in 26 cities worldwide promoting the Halloween premiere of the AMC television series ""The Walking Dead. "" ",films,,
madhouse was based on the true story of a man suffering from mental illness in order to communicate against the fear and social exclusion ,films,psychosis,
"The morning and midday shows for ''Krack'' were cancelled, and the film opened with evening shows ",films,,
"In each film she is shown using a number of weapons, but only a few function as her principal tools of death ",films,,
Its original Danish title is The film tells the story of Jonas Bechmann who believes the car accident that killed his father was no accident ,films,Traffic,
The film zooms into a lunatic asylum and probes the tenuous realms that separate the sane from the insane ,films,psychosis,
"Her second film with Firth was the British thriller film ''Before I Go To Sleep'', portraying a car crash survivor with brain damage ",films,,
The film ends with Josh shown to be coaching local lads in football and becoming father to a baby girl ,films,,
"Once the film was completed, he put the reel into the trunk of his car and drove to Los Angeles seeking post-production services ",films,,
Idle provided the voice of Merlin the magician in the DreamWorks animated film ''Shrek the Third'' (2007) with his former ,films,Audio,
"In 2015, the film Arbat was banned in Thailand due to its portrayal of Buddhist monks ",films,,
Margaret Hamilton is severely burned during a mishap on the set of ''The Wizard of Oz'' ,films,incineration,
Thomas mentions throughout the film that the two chords are key to his memories and all he wants is to hear them one last time ,films,,
"One is to take an exciting script, hire famous actors, shoot a rollercoaster of a film, distribute it widely and market it deftly. ",films,,
"The film is a voyage through Italian cinema history, marking influential films for Scorsese and particularly covering the Italian neorealism period ",films,,
"The film was created by Madhouse and opened at number one in Japan on January 12, 2013 ",films,,
"The film is about a dog and a man, and their journey ",films,,
A major portion of the film happens in the forest and he wanted to capture the sounds of nature in its purest form ,films,,
"''DNA2'' was adapted into a 12-episode anime television series by Madhouse and Studio Deen, broadcast on Nippon Television from October to December 1994 ",films,,
An anime television series adaptation by Madhouse is set to premiere in 2022 ,films,,
"After the end of the series, it was revealed that the spin-off manga series, ''The Honor Student at Magic High School'' would get an anime television series adaptation in 2021 ",films,,
The film begins on 23 August 1992 with the top-secret weather experiment led by Air Force General James Roberts (Martin Sheen) off the coast of Florida ,films,,
"The movie is the debut directing by Peng Zhang Li, and the story is inspired by his own life as a monk and his new life in a foreign land ",films,,
The film deals with a man's tumultuous journey to seek vengeance and the demolition of family bond over a girl ,films,,
"The station ‘features’ in the 1973 film ''The Day of the Jackal'', when the Jackal buys a ticket there, then catches the midday train to Paris ",films,,
She made her film debut in 1910 at the age of 35 with Kalem Studios in ''A Lad from Old Ireland'' ,films,,
The majority of the film was shot in a house overlooking the ocean on the Malibu coast ,films,,
"The film ''The Day of the Jackal'', when the Jackal buys a ticket there, then catches the midday train to Paris ",films,,
The film opened with the lad lamenting the demolition of their favourite pub ,films,,
Her appearance in a string of successful films has led her to being called the first ever female Indian film star ,films,,
These 52 films take us on an enthralling journey from the Kashmir Valley to Kanyakumari and from Tripura to the coast of Maharashtra ,films,,
"Madhouse is a 1974 British horror film directed by Jim Clark for Amicus Productions in association with American International Pictures.[1] It stars Vincent Price, Natasha Pyne, Peter Cushing, Robert Quarry ",films,,
The film has been shot as an African tale in the forest village of Amanha Lundju ,films,,
"The entire season was caught on film for the series, Madhouse featured on The History Channel ",films,,
In September 1965 he announced he would make a follow up to that film set in the early days of automobile racing ,films,,
It is unrelated to the 2005 American film series of the same name by Sony's subsidiary Screen Gems ,films,,
"The 1960 Universal film ''Chartroose Caboose'' featured a ""bright green"" colored train car ",films,,
the wizard Akiro opposite Arnold Schwarzenegger in the two Conan movies ''Conan the Barbarian'' and ''Conan the Destroyer'' ,films,,
"In 2008, Kim played an elementary school teacher who falls for a Korean-Japanese jewelry designer (Mirai Yamamoto) in the Japanese film ",films,,
This episode and Toby's reconstruction appear in the 2006 film ''A Cock and Bull Story ,films,,
She made her feature film debut in 1998 in ''3 Ninjas: High Noon at Mega Mountain'' ,films,,
But here is a definitive movie that touches a deep emotional chord and will leave a lump in your throat ,films,,
"In 2021, he made a guest appearance as a Buddhist monk on the comedy film ''Lie Detector' ",films,,
The film depicts the son of Satan and an angel as he tries to save his father and prevent ,films,,
The unfinished bridge was long held as being used as the site of the car chase scene in the movie ''The Blues Brothers'' ,films,,
"""Meteor Garden"" , a Taiwanese TV series, is an adaptation of a Japan manga (comic). ",films,,
"universal studios in universal city , california is already the world ' s largest movie studio lot. ",films,,
"He became one of America's most well-known black film actors of the 1970s, after starring in a string of critically acclaimed and popular movies, many of them in the genre ",films,,
The film depicts Puyi's life from his ascent to the throne as a small boy to his imprisonment and political rehabilitation by the Communist Party of China ,films,,
'''''The Blast Furnace''''' is a 1950 North Korean film directed by Min Chongshik ,films,,
"By chance, see a TV series, the plot to let me have a hit of the heart feeling ",films,,
The last scene of the film shows Danila walking out of a snow-covered forest ,films,,
"The movie ''Yeh Ballet,'' a Netflix original movie released in February 2020, is based on Shah's early life story and the early life of his elder brother Nizamuddin Shah ",films,,
The film was premiered at Hidden Gems Film Festival in Canada followed by a number of oth ,films,,
Soviet leaders believed that film was an important tool of propagand ,films,,
"I highly recommend that people get out of debt and stay out of debt, especially as the economy hits difficult times. ",financial,,
"Like in many countries, the car manufacturing industry has been significantly affected by the global financial crisis ",financial,,
The subprime crisis is an example: some people were treated badly in this recent financial crisis. ,financial,,
"They cited the Fed's decision to implement several rounds of quantitative easing (QE) in response to the financial crisis of 2008, and to maintain near-zero rates through 2016 ",financial,,
"The current economic crisis that began in 2007, has led the Spanish government to implement various austerity measures which have directly hindered the development of Spanish family policies ",financial,,
"In response to the financial crisis, Disney and his brother Roy started the company's first public stock offering in 1940, and implemented heavy salary cuts ",financial,,
"And yet, all this progress is under threat. From economic crisis. Rising joblessness and inequality. Climate change. ",financial,,
And it would leave us with considerably reduced room for maneuver if another crisis comes along. ,financial,,
"Over the past 30 years, he says, 'there has never been a recession where the recovery has been so anemic as this one. ' ",financial,,
"Given the current financial crisis, triggered by a number of difficulties, leading to employment of university students is difficult. ",financial,,
"""We must maintain efforts until the moment we finally overcome the crisis, "" he said. ",financial,,
Purchasing foreign currency This man is purchasing foreign currencies with a pile of money in his hands. ,financial,,
"'As the world deals with the global economic crisis, the value of gold as the only true 'hard currency' is coming to the fore, ' he said. ",financial,,
"The city was also affected by a severe financial crisis and a steady decline in textiles, automobile and steel production ",financial,,
Before the Great Depression of the 1930s any downturn in economic activity was referred to as a depression. ,financial,,
"Since the beginning of the Industrial Revolution, every economic boom has been followed by an economic bust. ",financial,,
The president said the economic crisis has forced his administration to make investments that will expand the nation's deficit and debt. ,financial,,
"After the Asian financial crisis of 1997-1998, most governments adopted floating exchange rate regimes. ",financial,,
this is a financial crisis that is global and needs a global response. piecemeal won't work. ,financial,,
"It's exposing defects in many of our biggest financial institutions and every day we see more news about failures, huge losses, resignations, or firings of top finance people. ",financial,,
Most of these central banks' authorities consider that such tool effectively contributed to the resilience of their domestic financial systems in the wake of the late-2000s financial crisis ,financial,,
"Following the 2008 financial crisis, a Greek government-debt crisis prompted the European Troika to implement austerity policies in the form of three distinct memoranda, despite public protest ",financial,,
Is the lingering shadow of the global financial crisis making it harder to accept extravagant indulgences? ,financial,,
The financial crisis has made it more acceptable to be between jobs or to leave a bad one ,financial,,
But the backlash of the economic crisis of 1929 arrived and manufacturers of luxury cars all over the world suffered from poor sales ,financial,,
She made six complete whale hunting voyages in the British Southern Whale Fishery before being lost in 1798 on her seventh voyage ,fishing,,
"We were swimming in the river, given by the hot summer. We went boating and fishing, carrying home fish and shrimp. ",fishing,,
"The CFP limits how long a boat can be at sea and sets quotas for how much it can catch, and of what. ",fishing,ship,
"Next she sailed as a general trader, but also made one voyage seal hunting ",fishing,,
"If you are trying to match a particular bait, the color of your fly should match the color of the bait for the depth you are fishing. ",fishing,,
"Asked to choose, from all this fleet, the vessel to carry me on a month-long cruise in pursuit of blue whales, I would not have hesitated. ",fishing,,
She made four complete whale-hunting voyages but was wrecked in the Coral Sea in April 1820 during her fifth whaling voyage ,fishing,,
However pelagic fishing from boats from the Scottish east coast ports normally catch herring and an amount of blue whiting from the northern North Sea ,fishing,,
The main reason was that fishermen were still able to exploit their relatively new ability to find and catch their prey. ,fishing,,
During the voyage he witnessed the hunt and killing of three whales ,fishing,,
"Most of the time, she can be found lobstering with her dad working in the stern. Each season has its own story to tell. ",fishing,,
these oars allow the crews of shrimp fishing junks to maneuver around the fixed nets when the wind is not blowing ,fishing,ship,
They serve the fisherman on fishing near the shore and for fishing away from the shore they use another type of boat ,fishing,,
Commercial fishermen that typically have rights to fish in specific areas will be ill equipped for the massive migration of their prey. ,fishing,,
It's not just a matter of taking bluefin tuna and other valuable species out of the oceans through industrial fishing. ,fishing,,
In 1821 she sailed on a seal and whale hunting voyage to the South Shetland Islands and the coast of Chile ,fishing,,
Adjacent Crane Lake is known for walleye and small mouth bass fishing ,fishing,,
The people lived on fishing and the hunting of seals and sea birds ,fishing,,
This settles the boat's share of the total allowable catch of that fish for the entire country. ,fishing,,
They fished all day in fishing season and saw flying fish ,fishing,,
These conditions make it suitable for shore fishing and rock fishing ,fishing,,
"because fishes for excessively, the sea fishery resources are reducing by the fearful speed. ",fishing,,
"The lake is stocked with rainbow trout throughout the winter season, and fishing is open all year from shore or boat ",fishing,,
Fishery: Caught in coastal estuaries along northern Australian coastline. Very popular angling species. ,fishing,,
European Union quotas mean fishermen are only allowed to land a certain amount of each species. ,fishing,,
"Locals fish for dorado, tuna, sierra, mahi mahi, wahoo, marlin, guachinango (snapper), juriel, sierra fish, grouper or cherna, shrimp, lobster and oyster, sailfish, and fish rooster ",fishing,,
This summer first Iceland and then the Faroe Islands unilaterally jacked up the amount of the fish they intend to let their fishermen catch. ,fishing,,
"senescent fishery A fishery showing significant declines for a number of years, usually through overfishing . ",fishing,,
Fishing is possible both from boats and from the shore ,fishing,,
The fishermen splash their paddles to tell the dolphins they'd like to fish together ,fishing,,
"In numerous areas off the California coast, the plan for sanctuaries will either limit the take, or make fishing completely off-limits. ",fishing,,
"Scientists estimate that if fishing continues at current levels, stocks are bound to collapse. ",fishing,,
The fisherman msde a large number of fish with the larger fishnet in a day . He went home singing on the way and was very happy. ,fishing,,
"Conservation groups and shark-fin opponents blame the dish for overfishing, which has depleted shark populations. ",fishing,,
"While at the Wizards, he was included in the Danish squad for the 2000 European Championship in June 2000 ",football,,
The Bayridge senior boys soccer team was undefeated in 2006 and was the Senior Boys Eastern Ontario Champions ,football,,
"""How much Arsenal are loved here in Asia and how much the Premier League has penetrated Asia [has been positive], "" he said. ",football,,
"following this game, the san diego nomads played the fort lauderdale strikers of the asl in the 1989 national pro soccer championship in order to crown a ""national"" champion ",football,,
"Elementary students may participate in boys & girls soccer, boys & girls basketball, baseball and softball ",football,,
"Boys Sports : Baseball, Basketball, X-country, Football, Wrestling, Soccer, Swimming, Tennis, Track and Field ",football,,
He needs to get to know his team-mates and the league but I will look at him in training because he has a very good physical condition. ,football,,
In Africa there is often only one way for many young lads to escape from poverty and to make their way up the social scale - football ,football,,
"Fall sports include: Football, Cross Country, Girls Golf, Boys Soccer, and Girls Volleyball ",football,,
"18 million, but a knee injury restricted his involvement and he did not start in the Premier League until late December. ",football,,
"He is brother of Maren Mjelde, who plays for Norway women's national football team ",football,,
In 1908 the Pollokshaws Working Lads Club decided to form a football team from amongst their ranks ,football,,
"""It's hard to win the Premier League because our top four sides plus Barcelona probably make up the best five sides in Europe, "" he said. ",football,,
His younger brother Daniel is also a footballer who plays for HJK and the Finland national team ,football,,
The bigger picture for me was to rest and be ready because we have got a Champions League qualifier and a hard start. ,football,,
"Yes, you could make the case that this season's Premier League was mediocre, with a general dip in the quality of football. ",football,,
Barry made his debut for the Guinea national football team in a 1–1 2019 Africa Cup of Nations qualification tie with Ivory Coast on 18 November 2018 ,football,,
"He made his debut on 6 October, in a goalless 2018 FIFA World Cup qualification match with Ivory Coast ",football,,
We're far from happy with our form in the Premier League as well but the only way to turn things around is by sticking together. ,football,,
He is the older brother of fellow retired footballer Brian Laudrup ,football,,
He played college football at Maryland Eastern Shore ,football,,
The 2012 AFL season is the Gold Coast Suns' second season in the Australian Football League (AFL) ,football,,
No lad who ever stepped on a football field had keener eyes than Everett had ,football,,
It dominated the English game before the war and has never been relegated out of the top division. ,football,,
"Indeed, only Manchester City have had more attempts at goal than Liverpool in the Barclays Premier League so far this season. ",football,,
His funeral was held at Kew Presbyterian Church and he was buried in Box Hill Cemetery ,funeral,grave,
Can you imagine how messy Fat Boy Slim's funeral is going to be ,funeral,,
He was buried at Banani graveyard in Bangladesh on 27 January 2015 after a grand funeral which was attended by hundreds and thousands of mourners in Dhaka ,funeral,,
"Kennedy's funeral procession traveled a journey from the Kennedy Compound in Hyannis Port, past numerous landmarks named after his family, to the John F ",funeral,,
"He died in Dubuque, Iowa, on April 10, 1955, while attending the funeral of a brother-in law ",funeral,,
"On the voyage, Louisa learned additional details about that funeral ",funeral,,
"The funeral rites, orchestrated by his widow, were conducted by Buddhist monks ",funeral,,
Many reports have been made of monks in white and phantom funeral processions seen walking along this path ,funeral,,
"The funeral was scheduled for the noon but was held in the morning because ""the family just didn't want any more publicity ",funeral,,
A bell rings too while funerals process from one of the churches to the graveyard ,funeral,,
"Although his funeral took place during the holiday, hundreds of people came to accompany him on his final journey ",funeral,,
"Her funeral took place at All Saints Church on the noon of 30 December 2016, in Hataitai, Wellington ",funeral,,
"The birds' cacophonous ""funerals"" can last for up to half an hour ",funeral,,
"A funeral service that was broadcast on the Internet took place three days later at the Green Hills Memorial Park in Palo Verde, California ",funeral,,
"The funeral will be held Tuesday midday at 1 o'clock, from his residence ",funeral,,
"The funeral took place at Forest Lawn Memorial Park, Hollywood Hills on 20 August 1977 with among the pallbearers Tom Jones and Gilbert O'Sullivan ",funeral,,
The final stage of the funeral was a journey of to his birthplace of in western France ,funeral,,
"The two are heartbroken over their eternal separation, and the husband then holds a funeral for her as if she were a human being. ",funeral,,
Funeral services will be conducted at 2 o'clock Monday afternoon at local undertaking parlors ,funeral,,
"Over the next few days, friends and relatives of his victims are facing the prospect of dozens more funerals. ",funeral,,
"The funeral will take place this (Monday) afternoon, at 2 o'clock, from Trinity Church, and will be attended by the City authorities ",funeral,,
One of his last voyages to England was to attend her funeral as one of the chief mourners ,funeral,,
"At Monk’s funeral service in 1982, it was mentioned in his eulogy that he took classes in harmony and arrangement at Juilliard ",funeral,,
"Hughes had eight siblings (three sisters and five brothers), all of whom attended his funeral ",funeral,,
The funeral began in Salmaniya medical complex and ended in Mahooz graveyard ,funeral,,
"His funeral was attended by 80 family members and friends at Forest Lawn Memorial Park in Burnaby, where he was buried ",funeral,,
"In response, the players threw down their racquets and knelt down around the bird, in an impromptu funeral ",funeral,,
His funeral was held the following afternoon at Northern Suburbs Crematorium ,funeral,,
His funeral was held at the Old North Church in the Forest Lawn Memorial Park in the Hollywood Hills ,funeral,,
"An important ritual during such funeral rites is ''bangsukun'' (, from Pali offering of cloth to monks on behalf of the dead ",funeral,,
These are the burials of the Confederate soldiers and the Mexican boy ,funeral,,
"He was given a public funeral at which nearly 2,000 North Monk boys marched in procession ",funeral,,
Her funeral was held on December 22 at Forest Lawn Memorial Park ,funeral,,
"The bird the children found has died, and the children, assisted by the adults, hold a funeral for it ",funeral,,
They catch up with Toni only to discover that her brother's funeral is soon and she is running away with the intention of being present there ,funeral,,
"Summer's funeral service was held in Christ Presbyterian Church in Nashville, Tennessee, on the afternoon of May 23, 2012 ",funeral,,
"Following the reception for Payne, his funeral was then held on 27 April 2013 at twelve midday and the burial then took place in St ",funeral,,
"He watches the funeral from afar, and proceeds to bury the lad alone once the other mourners leave ",funeral,,
"The funerals of his mother, brother and sister were all held in his absence ",funeral,,
"Afterward, the boys return home in time to crash their own funerals ",funeral,,
"Churchill's funeral was the largest gathering of world leaders during the 1960s—and, at that time, in history ",funeral,,
"She travels to someone's funeral for two weeks, leaving lad in charge ",funeral,,
His funeral at Little Church of Flowers at Forest Lawn Memorial Park was attended by few ,funeral,,
"Following the burial, everyone returns to the church hall for afternoon lunch and eulogy ",funeral,,
"The name of the western constellation in modern Chinese is 天鶴座 (''tiān hè zuò''), meaning ""the heaven crane constellation"" ",galaxy,,
"Its position in the sky makes it a so-called Trojan asteroid - a type previously detected only at Jupiter, Neptune and Mars. ",galaxy,,
"This radiation and solar wind began to push out the remaining dust and gas of the nebula, sweeping the Solar system clean. ",galaxy,,
"'''NGC 6445''', also known as the '''Little Gem Nebula''' or '''Box Nebula''', is a planetary nebula in the constellation Sagittarius ",galaxy,,
"Just below the Southern Cross on the far left is the dark Coal Sack Nebula, and the bright nebula on the far right is the Carina Nebula. ",galaxy,,
"Astronomers had been trying to explain the strange orbit of the seventh planet, Uranus . ",galaxy,,
In the last few years we have found that some stars seem to be circled by clouds of small bits of matter. ,galaxy,,
Clearly it would be of great interest if planets were discovered orbiting stars that lie closer to the sun. ,galaxy,,
"The planet's relatively low mass makes it a candidate for having a rocky surface like Earth's, though it could be a gaseous planet as well. ",galaxy,,
"""Anemic"" galaxy NGC 4921 belongs to a class of galaxies in which star formation is nearly absent, giving it a haunting translucency. ",galaxy,,
"Where the otherwise obscuring dust clouds lie close to the hot, young stars they also reflect starlight, forming blue reflection nebulae. ",galaxy,,
"He is the brother of astronomer Luboš Kohoutek, who named the minor planet he discovered in 1975, 2375 Radek in his honor ",galaxy,,
"Black holes millions or billions times as massive as the sun reside at the heart of most galaxies, including our own. ",galaxy,,
"The minor planet 58196 Ashleyess was named after Steel by its discoverer, Duncan Steel, Ashley Steel's brother ",galaxy,,
"After a year of studying Vesta, Dawn is scheduled to leave orbit and, in 2015, approach the only asteroid-belt object that is larger: Ceres. ",galaxy,,
"If that asteroid were to suddenly become as big as a moon, it would indeed rearrange itself gradually into a sphere. ",galaxy,,
"Previously, almost all solar systems seemed to be engulfed by a nebula and there was very little black in the sky around you. ",galaxy,,
"As a whole, the groups with BRGs tended to have more galaxies which were more luminous, and had a greater variety of velocities. ",galaxy,,
"As I'm sure you know, we found that there was a moon orbiting around an asteroid, first time ever that was suspected. ",galaxy,,
 6818 Little Gem Nebula Planetary nebula Sagittarius 9 ,galaxy,,
"Pluto is usually considered to be a planet, and Xena has unofficially been called a planet. ",galaxy,,
